rank,userName,proxyWallet,weather_pnl_usd,weather_volume_usd,pnl_volume_pct,classification,active_weather_positions,active_nonweather_positions,recent_weather_activity,recent_nonweather_activity,weather_signal_count,xUsername,profile_url,sample_weather_titles,sample_nonweather_titles,confidence
832,NewBuildingX,0xcb32934773126ed9267babaee1e68f0c375779aa,1372.75,0,,weather specialist / weather-heavy,100,0,200,0,300,,https://polymarket.com/profile/0xcb32934773126ed9267babaee1e68f0c375779aa,Will the highest temperature in Hong Kong be 19°C on April 24? highest-temperature-in-hong-kong-on-april-24-2026-19c highest-temperature-in-hong-kong-on-april-24-2026  | Will the highest temperature in Hong Kong be 18°C or below on April 24? highest-temperature-in-hong-kong-on-april-24-2026-18corbelow highest-temperature-in-hong-kong-on-april-24-20 | Will the highest temperature in Hong Kong be 20°C on April 24? highest-temperature-in-hong-kong-on-april-24-2026-20c highest-temperature-in-hong-kong-on-april-24-2026  | Will the highest temperature in Hong Kong be 19°C or below on April 25? highest-temperature-in-hong-kong-on-april-25-2026-19corbelow highest-temperature-in-hong-kong-on-april-25-20 | Will the highest temperature in Hong Kong be 20°C on April 25? highest-temperature-in-hong-kong-on-april-25-2026-20c highest-temperature-in-hong-kong-on-april-25-2026  | Will the highest temperature in Hong Kong be 21°C on April 25? highest-temperature-in-hong-kong-on-april-25-2026-21c highest-temperature-in-hong-kong-on-april-25-2026  | Will the highest temperature in Hong Kong be 22°C on April 25? highest-temperature-in-hong-kong-on-april-25-2026-22c highest-temperature-in-hong-kong-on-april-25-2026  | Will the highest temperature in Hong Kong be 23°C on April 25? highest-temperature-in-hong-kong-on-april-25-2026-23c highest-temperature-in-hong-kong-on-april-25-2026 ,,live_top80_sample
892,fridius2,0x81035115a389a085e36255e5cb9b9ab8ee3723a1,1293.45,0,,weather specialist / weather-heavy,100,0,200,0,300,,https://polymarket.com/profile/0x81035115a389a085e36255e5cb9b9ab8ee3723a1,Will the highest temperature in Munich be 20°C or higher on April 19? highest-temperature-in-munich-on-april-19-2026-20corhigher highest-temperature-in-munich-on-april-19-2026  | Will the highest temperature in London be 13°C on April 19? highest-temperature-in-london-on-april-19-2026-13c highest-temperature-in-london-on-april-19-2026  | Will the highest temperature in London be 20°C on April 17? highest-temperature-in-london-on-april-17-2026-20c highest-temperature-in-london-on-april-17-2026  | Will the highest temperature in Munich be 12°C on April 21? highest-temperature-in-munich-on-april-21-2026-12c highest-temperature-in-munich-on-april-21-2026  | Will the highest temperature in Shanghai be 16°C on April 21? highest-temperature-in-shanghai-on-april-21-2026-16c highest-temperature-in-shanghai-on-april-21-2026  | Will the highest temperature in Munich be 19°C on April 19? highest-temperature-in-munich-on-april-19-2026-19c highest-temperature-in-munich-on-april-19-2026  | Will the highest temperature in Madrid be 29°C on April 23? highest-temperature-in-madrid-on-april-23-2026-29c highest-temperature-in-madrid-on-april-23-2026  | Will the highest temperature in Madrid be 24°C on April 24? highest-temperature-in-madrid-on-april-24-2026-24c highest-temperature-in-madrid-on-april-24-2026 ,,live_top80_sample
954,0x6EBCA419255Cd1a37d9505181C0cAd69562a4A5C-1774515771455,0x6ebca419255cd1a37d9505181c0cad69562a4a5c,1172.78,0,,weather specialist / weather-heavy,100,0,200,0,300,,https://polymarket.com/profile/0x6ebca419255cd1a37d9505181c0cad69562a4a5c,Will the highest temperature in Atlanta be 73°F or below on April 26? highest-temperature-in-atlanta-on-april-26-2026-73forbelow highest-temperature-in-atlanta-on-april-26-2026  | Will the highest temperature in Atlanta be between 84-85°F on April 25? highest-temperature-in-atlanta-on-april-25-2026-84-85f highest-temperature-in-atlanta-on-april-25-2026  | Will the highest temperature in London be 15°C or below on April 25? highest-temperature-in-london-on-april-25-2026-15corbelow highest-temperature-in-london-on-april-25-2026  | Will the highest temperature in Denver be 45°F or below on April 26? highest-temperature-in-denver-on-april-26-2026-45forbelow highest-temperature-in-denver-on-april-26-2026  | Will the highest temperature in London be 16°C on April 25? highest-temperature-in-london-on-april-25-2026-16c highest-temperature-in-london-on-april-25-2026  | Will the highest temperature in Denver be between 66-67°F on April 25? highest-temperature-in-denver-on-april-25-2026-66-67f highest-temperature-in-denver-on-april-25-2026  | Will the highest temperature in Denver be between 68-69°F on April 25? highest-temperature-in-denver-on-april-25-2026-68-69f highest-temperature-in-denver-on-april-25-2026  | Will the highest temperature in Paris be 15°C or below on April 25? highest-temperature-in-paris-on-april-25-2026-15corbelow highest-temperature-in-paris-on-april-25-2026 ,,live_top80_sample
1027,PythiaSnr,0xef98c81d560325c8a57b9f63adc8ba5cda78b586,1084.02,0,,weather specialist / weather-heavy,100,0,200,0,300,,https://polymarket.com/profile/0xef98c81d560325c8a57b9f63adc8ba5cda78b586,Will the highest temperature in London be 16°C on March 24? highest-temperature-in-london-on-march-24-2026-16c highest-temperature-in-london-on-march-24-2026  | Will the highest temperature in Ankara be 11°C on March 15? highest-temperature-in-ankara-on-march-15-2026-11c highest-temperature-in-ankara-on-march-15-2026  | Will the highest temperature in Atlanta be 65°F or below on March 14? highest-temperature-in-atlanta-on-march-14-2026-65forbelow highest-temperature-in-atlanta-on-march-14-2026  | Will the highest temperature in Chicago be between 34-35°F on March 14? highest-temperature-in-chicago-on-march-14-2026-34-35f highest-temperature-in-chicago-on-march-14-2026  | Will the highest temperature in London be 9°C on March 15? highest-temperature-in-london-on-march-15-2026-9c highest-temperature-in-london-on-march-15-2026  | Will the highest temperature in London be 9°C on March 14? highest-temperature-in-london-on-march-14-2026-9c highest-temperature-in-london-on-march-14-2026  | Will the highest temperature in Atlanta be between 72-73°F on March 16? highest-temperature-in-atlanta-on-march-16-2026-72-73f highest-temperature-in-atlanta-on-march-16-2026  | Will the highest temperature in Dallas be 75°F or below on March 14? highest-temperature-in-dallas-on-march-14-2026-75forbelow highest-temperature-in-dallas-on-march-14-2026 ,,live_top80_sample
1037,testacccc,0x78d8df801c35a594eadfbbb7e9c5a84a923a4a88,1073.92,0,,weather specialist / weather-heavy,100,0,200,0,300,,https://polymarket.com/profile/0x78d8df801c35a594eadfbbb7e9c5a84a923a4a88,Will the highest temperature in Seoul be 7°C on April 5? highest-temperature-in-seoul-on-april-5-2026-7c highest-temperature-in-seoul-on-april-5-2026  | Will the highest temperature in Seoul be 6°C or below on April 5? highest-temperature-in-seoul-on-april-5-2026-6corbelow highest-temperature-in-seoul-on-april-5-2026  | Will the highest temperature in Seoul be 8°C on April 5? highest-temperature-in-seoul-on-april-5-2026-8c highest-temperature-in-seoul-on-april-5-2026  | Will the highest temperature in Toronto be 26°C on April 15? highest-temperature-in-toronto-on-april-15-2026-26c highest-temperature-in-toronto-on-april-15-2026  | Will the highest temperature in Tokyo be 14°C on April 6? highest-temperature-in-tokyo-on-april-6-2026-14c highest-temperature-in-tokyo-on-april-6-2026  | Will the highest temperature in Tokyo be 13°C or below on April 6? highest-temperature-in-tokyo-on-april-6-2026-13corbelow highest-temperature-in-tokyo-on-april-6-2026  | Will the highest temperature in Tokyo be 15°C on April 6? highest-temperature-in-tokyo-on-april-6-2026-15c highest-temperature-in-tokyo-on-april-6-2026  | Will the highest temperature in Seoul be 13°C on April 15? highest-temperature-in-seoul-on-april-15-2026-13c highest-temperature-in-seoul-on-april-15-2026 ,,live_top80_sample
1093,skewerpacil,0x900939fada83b830ae89e39c031e11e44bd91621,1004.17,0,,weather specialist / weather-heavy,100,0,200,0,300,,https://polymarket.com/profile/0x900939fada83b830ae89e39c031e11e44bd91621,Will the highest temperature in Hong Kong be 19°C on April 24? highest-temperature-in-hong-kong-on-april-24-2026-19c highest-temperature-in-hong-kong-on-april-24-2026  | Will the highest temperature in Hong Kong be 18°C or below on April 24? highest-temperature-in-hong-kong-on-april-24-2026-18corbelow highest-temperature-in-hong-kong-on-april-24-20 | Will the highest temperature in Hong Kong be 20°C on April 24? highest-temperature-in-hong-kong-on-april-24-2026-20c highest-temperature-in-hong-kong-on-april-24-2026  | Will the highest temperature in Hong Kong be 19°C or below on April 25? highest-temperature-in-hong-kong-on-april-25-2026-19corbelow highest-temperature-in-hong-kong-on-april-25-20 | Will the highest temperature in Hong Kong be 21°C on April 25? highest-temperature-in-hong-kong-on-april-25-2026-21c highest-temperature-in-hong-kong-on-april-25-2026  | Will the highest temperature in Hong Kong be 22°C on April 25? highest-temperature-in-hong-kong-on-april-25-2026-22c highest-temperature-in-hong-kong-on-april-25-2026  | Will the highest temperature in Hong Kong be 20°C on April 25? highest-temperature-in-hong-kong-on-april-25-2026-20c highest-temperature-in-hong-kong-on-april-25-2026  | Will the highest temperature in Hong Kong be 23°C on April 25? highest-temperature-in-hong-kong-on-april-25-2026-23c highest-temperature-in-hong-kong-on-april-25-2026 ,,live_top80_sample
1108,skyapple,0x58de2a7224b2ed15a6e1b64e07f92b91850a83af,984.6,0,,weather specialist / weather-heavy,100,0,200,0,300,,https://polymarket.com/profile/0x58de2a7224b2ed15a6e1b64e07f92b91850a83af,Will the highest temperature in Hong Kong be 24°C on April 26? highest-temperature-in-hong-kong-on-april-26-2026-24c highest-temperature-in-hong-kong-on-april-26-2026  | Will the highest temperature in Singapore be 35°C or higher on April 27? highest-temperature-in-singapore-on-april-27-2026-35corhigher highest-temperature-in-singapore-on-april-27- | Will the highest temperature in Dallas be 88°F or higher on April 27? highest-temperature-in-dallas-on-april-27-2026-88forhigher highest-temperature-in-dallas-on-april-27-2026  | Will the highest temperature in Beijing be 23°C on April 26? highest-temperature-in-beijing-on-april-26-2026-23c highest-temperature-in-beijing-on-april-26-2026  | Will the highest temperature in Seattle be 68°F or higher on April 27? highest-temperature-in-seattle-on-april-27-2026-68forhigher highest-temperature-in-seattle-on-april-27-2026  | Will the highest temperature in Denver be 64°F or higher on April 26? highest-temperature-in-denver-on-april-26-2026-64forhigher highest-temperature-in-denver-on-april-26-2026  | Will the highest temperature in Istanbul be 19°C on April 25? highest-temperature-in-istanbul-on-april-25-2026-19c highest-temperature-in-istanbul-on-april-25-2026  | Will the highest temperature in London be 16°C on April 26? highest-temperature-in-london-on-april-26-2026-16c highest-temperature-in-london-on-april-26-2026 ,,live_top80_sample
1122,0x997FC832295AB4030FB9b3398a230B1A0601000a-1762077299420,0x997fc832295ab4030fb9b3398a230b1a0601000a,963.61,0,,weather specialist / weather-heavy,100,0,200,0,300,,https://polymarket.com/profile/0x997fc832295ab4030fb9b3398a230b1a0601000a,Will the highest temperature in Dallas be between 82-83°F on March 20? highest-temperature-in-dallas-on-march-20-2026-82-83f highest-temperature-in-dallas-on-march-20-2026  | Will the highest temperature in Toronto be 1°C or below on March 20? highest-temperature-in-toronto-on-march-20-2026-1corbelow highest-temperature-in-toronto-on-march-20-2026  | Will the highest temperature in Chicago be between 18-19°F on March 17? highest-temperature-in-chicago-on-march-17-2026-18-19f highest-temperature-in-chicago-on-march-17-2026  | Will the highest temperature in Atlanta be between 38-39°F on March 17? highest-temperature-in-atlanta-on-march-17-2026-38-39f highest-temperature-in-atlanta-on-march-17-2026  | Will the highest temperature in Dallas be between 56-57°F on March 17? highest-temperature-in-dallas-on-march-17-2026-56-57f highest-temperature-in-dallas-on-march-17-2026  | Will the highest temperature in Seattle be between 44-45°F on March 16? highest-temperature-in-seattle-on-march-16-2026-44-45f highest-temperature-in-seattle-on-march-16-2026  | Will the highest temperature in Dallas be 55°F or below on March 17? highest-temperature-in-dallas-on-march-17-2026-55forbelow highest-temperature-in-dallas-on-march-17-2026  | Will the highest temperature in Atlanta be between 42-43°F on March 17? highest-temperature-in-atlanta-on-march-17-2026-42-43f highest-temperature-in-atlanta-on-march-17-2026 ,,live_top80_sample
1192,dennycloud,0xc90b20dd4ccd4d1f6c0a2182b8b1cf9526707190,891.14,0,,weather specialist / weather-heavy,100,0,200,0,300,,https://polymarket.com/profile/0xc90b20dd4ccd4d1f6c0a2182b8b1cf9526707190,Will the highest temperature in Hong Kong be 18°C or below on April 24? highest-temperature-in-hong-kong-on-april-24-2026-18corbelow highest-temperature-in-hong-kong-on-april-24-20 | Will the highest temperature in Hong Kong be 19°C on April 24? highest-temperature-in-hong-kong-on-april-24-2026-19c highest-temperature-in-hong-kong-on-april-24-2026  | Will the highest temperature in Hong Kong be 20°C on April 24? highest-temperature-in-hong-kong-on-april-24-2026-20c highest-temperature-in-hong-kong-on-april-24-2026  | Will the highest temperature in Hong Kong be 19°C or below on April 25? highest-temperature-in-hong-kong-on-april-25-2026-19corbelow highest-temperature-in-hong-kong-on-april-25-20 | Will the highest temperature in Hong Kong be 21°C on April 25? highest-temperature-in-hong-kong-on-april-25-2026-21c highest-temperature-in-hong-kong-on-april-25-2026  | Will the highest temperature in Hong Kong be 22°C on April 25? highest-temperature-in-hong-kong-on-april-25-2026-22c highest-temperature-in-hong-kong-on-april-25-2026  | Will the highest temperature in Hong Kong be 20°C on April 25? highest-temperature-in-hong-kong-on-april-25-2026-20c highest-temperature-in-hong-kong-on-april-25-2026  | Will the highest temperature in Hong Kong be 23°C on April 25? highest-temperature-in-hong-kong-on-april-25-2026-23c highest-temperature-in-hong-kong-on-april-25-2026 ,,live_top80_sample
1237,totoroooo,0x5ddb835bfb16e741ef7b0411c88ef3eef08d3fa9,835.03,0,,weather specialist / weather-heavy,100,0,200,0,300,,https://polymarket.com/profile/0x5ddb835bfb16e741ef7b0411c88ef3eef08d3fa9,Will the highest temperature in Sao Paulo be 27°C on March 23? highest-temperature-in-sao-paulo-on-march-23-2026-27c highest-temperature-in-sao-paulo-on-march-23-2026  | Will the highest temperature in Chicago be between 30-31°F on March 16? highest-temperature-in-chicago-on-march-16-2026-30-31f highest-temperature-in-chicago-on-march-16-2026  | Will the highest temperature in Lucknow be 33°C on March 16? highest-temperature-in-lucknow-on-march-16-2026-33c highest-temperature-in-lucknow-on-march-16-2026  | Will the highest temperature in Miami be between 86-87°F on March 10? highest-temperature-in-miami-on-march-10-2026-86-87f highest-temperature-in-miami-on-march-10-2026  | Will the highest temperature in Paris be 12°C on March 13? highest-temperature-in-paris-on-march-13-2026-12c highest-temperature-in-paris-on-march-13-2026  | Will the highest temperature in Toronto be 14°C on March 16? highest-temperature-in-toronto-on-march-16-2026-14c highest-temperature-in-toronto-on-march-16-2026  | Will the highest temperature in Paris be 14°C on March 13? highest-temperature-in-paris-on-march-13-2026-14c highest-temperature-in-paris-on-march-13-2026  | Will the highest temperature in Buenos Aires be 26°C on March 12? highest-temperature-in-buenos-aires-on-march-12-2026-26c highest-temperature-in-buenos-aires-on-march-12-2026 ,,live_top80_sample
1246,dosencpui,0x170b53a2b92fdb48c05393562f59d6d973064737,828.82,0,,weather specialist / weather-heavy,100,0,200,0,300,,https://polymarket.com/profile/0x170b53a2b92fdb48c05393562f59d6d973064737,Will the highest temperature in Hong Kong be 25°C on April 24? highest-temperature-in-hong-kong-on-april-24-2026-25c highest-temperature-in-hong-kong-on-april-24-2026  | Will the highest temperature in Hong Kong be 19°C on April 24? highest-temperature-in-hong-kong-on-april-24-2026-19c highest-temperature-in-hong-kong-on-april-24-2026  | Will the highest temperature in Hong Kong be 26°C on April 24? highest-temperature-in-hong-kong-on-april-24-2026-26c highest-temperature-in-hong-kong-on-april-24-2026  | Will the highest temperature in Hong Kong be 28°C or higher on April 24? highest-temperature-in-hong-kong-on-april-24-2026-28corhigher highest-temperature-in-hong-kong-on-april-24- | Will the highest temperature in Hong Kong be 21°C on April 24? highest-temperature-in-hong-kong-on-april-24-2026-21c highest-temperature-in-hong-kong-on-april-24-2026  | Will the highest temperature in Hong Kong be 20°C on April 24? highest-temperature-in-hong-kong-on-april-24-2026-20c highest-temperature-in-hong-kong-on-april-24-2026  | Will the highest temperature in Hong Kong be 18°C or below on April 24? highest-temperature-in-hong-kong-on-april-24-2026-18corbelow highest-temperature-in-hong-kong-on-april-24-20 | Will the highest temperature in Hong Kong be 27°C on April 24? highest-temperature-in-hong-kong-on-april-24-2026-27c highest-temperature-in-hong-kong-on-april-24-2026 ,,live_top80_sample
1255,Alrescha-114,0xdd657949299d01d718028b25a8dfc353927ac0b1,819.44,0,,weather specialist / weather-heavy,100,0,200,0,300,,https://polymarket.com/profile/0xdd657949299d01d718028b25a8dfc353927ac0b1,Will the highest temperature in Seoul be 11°C on March 1? highest-temperature-in-seoul-on-march-1-2026-11c highest-temperature-in-seoul-on-march-1-2026  | Will the highest temperature in Seoul be 11°C on March 17? highest-temperature-in-seoul-on-march-17-2026-11c highest-temperature-in-seoul-on-march-17-2026  | Will the highest temperature in Ankara be 14°C or higher on February 13? highest-temperature-in-ankara-on-february-13-2026-14corhigher highest-temperature-in-ankara-on-february-13- | Will the highest temperature in Ankara be 15°C on April 3? highest-temperature-in-ankara-on-april-3-2026-15c highest-temperature-in-ankara-on-april-3-2026  | Will the highest temperature in Chengdu be 28°C on April 14? highest-temperature-in-chengdu-on-april-14-2026-28c highest-temperature-in-chengdu-on-april-14-2026  | Will the highest temperature in Buenos Aires be 25°C on April 10? highest-temperature-in-buenos-aires-on-april-10-2026-25c highest-temperature-in-buenos-aires-on-april-10-2026  | Will the highest temperature in Ankara be 14°C on March 24? highest-temperature-in-ankara-on-march-24-2026-14c highest-temperature-in-ankara-on-march-24-2026  | Will the highest temperature in Paris be 17°C or higher on March 12? highest-temperature-in-paris-on-march-12-2026-17corhigher highest-temperature-in-paris-on-march-12-2026 ,,live_top80_sample
1295,0x607c221d1fca1747501fe0b605991ed540fd8e7e,0x607c221d1fca1747501fe0b605991ed540fd8e7e,781.93,0,,weather specialist / weather-heavy,100,0,200,0,300,,https://polymarket.com/profile/0x607c221d1fca1747501fe0b605991ed540fd8e7e,Will the highest temperature in Chengdu be 21°C on April 12? highest-temperature-in-chengdu-on-april-12-2026-21c highest-temperature-in-chengdu-on-april-12-2026  | Will the highest temperature in Chengdu be 22°C on April 10? highest-temperature-in-chengdu-on-april-10-2026-22c highest-temperature-in-chengdu-on-april-10-2026  | Will the highest temperature in Moscow be 5°C on April 10? highest-temperature-in-moscow-on-april-10-2026-5c highest-temperature-in-moscow-on-april-10-2026  | Will the highest temperature in Chengdu be 26°C on April 13? highest-temperature-in-chengdu-on-april-13-2026-26c highest-temperature-in-chengdu-on-april-13-2026  | Will the highest temperature in Hong Kong be 29°C on April 15? highest-temperature-in-hong-kong-on-april-15-2026-29c highest-temperature-in-hong-kong-on-april-15-2026  | Will the highest temperature in Chengdu be 22°C on April 12? highest-temperature-in-chengdu-on-april-12-2026-22c highest-temperature-in-chengdu-on-april-12-2026  | Will the highest temperature in Kuala Lumpur be 32°C on April 21? highest-temperature-in-kuala-lumpur-on-april-21-2026-32c highest-temperature-in-kuala-lumpur-on-april-21-2026  | Will the highest temperature in Chengdu be 21°C on April 20? highest-temperature-in-chengdu-on-april-20-2026-21c highest-temperature-in-chengdu-on-april-20-2026 ,,live_top80_sample
1302,ma.ok,0xdbf23702ffc51de37df1c284387f41dd64dee987,774.29,0,,weather specialist / weather-heavy,100,0,200,0,300,,https://polymarket.com/profile/0xdbf23702ffc51de37df1c284387f41dd64dee987,Will the highest temperature in Dallas be between 80-81°F on April 26? highest-temperature-in-dallas-on-april-26-2026-80-81f highest-temperature-in-dallas-on-april-26-2026  | Will the highest temperature in Singapore be 28°C on April 26? highest-temperature-in-singapore-on-april-26-2026-28c highest-temperature-in-singapore-on-april-26-2026  | Will the highest temperature in Austin be between 76-77°F on April 27? highest-temperature-in-austin-on-april-27-2026-76-77f highest-temperature-in-austin-on-april-27-2026  | Will the highest temperature in Guangzhou be 33°C on April 25? highest-temperature-in-guangzhou-on-april-25-2026-33c highest-temperature-in-guangzhou-on-april-25-2026  | Will the highest temperature in Warsaw be 5°C on April 26? highest-temperature-in-warsaw-on-april-26-2026-5c highest-temperature-in-warsaw-on-april-26-2026  | Will the highest temperature in Seoul be 14°C on April 26? highest-temperature-in-seoul-on-april-26-2026-14c highest-temperature-in-seoul-on-april-26-2026  | Will the highest temperature in Seoul be 16°C on April 26? highest-temperature-in-seoul-on-april-26-2026-16c highest-temperature-in-seoul-on-april-26-2026  | Will the highest temperature in Chicago be between 52-53°F on April 25? highest-temperature-in-chicago-on-april-25-2026-52-53f highest-temperature-in-chicago-on-april-25-2026 ,,live_top80_sample
1327,seqre,0xc0d896336db3b2e08876a5dcd63b25a811e15430,742.25,0,,weather specialist / weather-heavy,100,0,200,0,300,,https://polymarket.com/profile/0xc0d896336db3b2e08876a5dcd63b25a811e15430,Will the highest temperature in Hong Kong be 19°C on April 24? highest-temperature-in-hong-kong-on-april-24-2026-19c highest-temperature-in-hong-kong-on-april-24-2026  | Will the highest temperature in Hong Kong be 18°C or below on April 24? highest-temperature-in-hong-kong-on-april-24-2026-18corbelow highest-temperature-in-hong-kong-on-april-24-20 | Will the highest temperature in Hong Kong be 20°C on April 24? highest-temperature-in-hong-kong-on-april-24-2026-20c highest-temperature-in-hong-kong-on-april-24-2026  | Will the highest temperature in Hong Kong be 21°C on April 25? highest-temperature-in-hong-kong-on-april-25-2026-21c highest-temperature-in-hong-kong-on-april-25-2026  | Will the highest temperature in Hong Kong be 22°C on April 25? highest-temperature-in-hong-kong-on-april-25-2026-22c highest-temperature-in-hong-kong-on-april-25-2026  | Will the highest temperature in Hong Kong be 20°C on April 25? highest-temperature-in-hong-kong-on-april-25-2026-20c highest-temperature-in-hong-kong-on-april-25-2026  | Will the highest temperature in Hong Kong be 19°C or below on April 25? highest-temperature-in-hong-kong-on-april-25-2026-19corbelow highest-temperature-in-hong-kong-on-april-25-20 | Will the highest temperature in Hong Kong be 23°C on April 25? highest-temperature-in-hong-kong-on-april-25-2026-23c highest-temperature-in-hong-kong-on-april-25-2026 ,,live_top80_sample
1335,Mr.Z.,0x31646b754f77b973910e7376b7015cb81fe83c65,738.56,0,,weather specialist / weather-heavy,100,0,200,0,300,,https://polymarket.com/profile/0x31646b754f77b973910e7376b7015cb81fe83c65,Will the highest temperature in Taipei be 34°C or higher on April 27? highest-temperature-in-taipei-on-april-27-2026-34corhigher highest-temperature-in-taipei-on-april-27-2026  | Will the highest temperature in Ankara be 21°C on April 26? highest-temperature-in-ankara-on-april-26-2026-21c highest-temperature-in-ankara-on-april-26-2026  | Will the highest temperature in Seattle be between 60-61°F on April 27? highest-temperature-in-seattle-on-april-27-2026-60-61f highest-temperature-in-seattle-on-april-27-2026  | Will the highest temperature in Paris be 20°C on April 26? highest-temperature-in-paris-on-april-26-2026-20c highest-temperature-in-paris-on-april-26-2026  | Will the highest temperature in Shanghai be 27°C on April 26? highest-temperature-in-shanghai-on-april-26-2026-27c highest-temperature-in-shanghai-on-april-26-2026  | Will the highest temperature in Shanghai be 26°C on April 26? highest-temperature-in-shanghai-on-april-26-2026-26c highest-temperature-in-shanghai-on-april-26-2026  | Will the highest temperature in Shanghai be 25°C on April 26? highest-temperature-in-shanghai-on-april-26-2026-25c highest-temperature-in-shanghai-on-april-26-2026  | Will the highest temperature in London be 18°C on April 25? highest-temperature-in-london-on-april-25-2026-18c highest-temperature-in-london-on-april-25-2026 ,,live_top80_sample
1337,AdamKahnwald,0xaaf9024dc9da6cd4cc297d4bfa7a7d943f2e5211,735.23,0,,weather specialist / weather-heavy,100,0,200,0,300,,https://polymarket.com/profile/0xaaf9024dc9da6cd4cc297d4bfa7a7d943f2e5211,Will the highest temperature in Houston be 84°F or higher on April 19? highest-temperature-in-houston-on-april-19-2026-84forhigher highest-temperature-in-houston-on-april-19-2026  | Will the highest temperature in Houston be between 82-83°F on April 19? highest-temperature-in-houston-on-april-19-2026-82-83f highest-temperature-in-houston-on-april-19-2026  | Will the highest temperature in Houston be between 80-81°F on April 19? highest-temperature-in-houston-on-april-19-2026-80-81f highest-temperature-in-houston-on-april-19-2026  | Will the highest temperature in Panama City be 31°C on April 15? highest-temperature-in-panama-city-on-april-15-2026-31c highest-temperature-in-panama-city-on-april-15-2026  | Will the highest temperature in Houston be between 76-77°F on April 19? highest-temperature-in-houston-on-april-19-2026-76-77f highest-temperature-in-houston-on-april-19-2026  | Will the highest temperature in London be 13°C or higher on February 9? highest-temperature-in-london-on-february-9-2026-13corhigher highest-temperature-in-london-on-february-9-202 | Will the highest temperature in Houston be between 78-79°F on April 19? highest-temperature-in-houston-on-april-19-2026-78-79f highest-temperature-in-houston-on-april-19-2026  | Will the highest temperature in Houston be 65°F or below on April 19? highest-temperature-in-houston-on-april-19-2026-65forbelow highest-temperature-in-houston-on-april-19-2026 ,,live_top80_sample
1365,kimochi.88,0x9fbaf23f5720be5bc346546bf87aaff5e0a73adc,715.0,0,,weather specialist / weather-heavy,100,0,200,0,300,,https://polymarket.com/profile/0x9fbaf23f5720be5bc346546bf87aaff5e0a73adc,Will the highest temperature in London be 13°C or below on April 23? highest-temperature-in-london-on-april-23-2026-13corbelow highest-temperature-in-london-on-april-23-2026  | Will the highest temperature in Taipei be 33°C or higher on April 26? highest-temperature-in-taipei-on-april-26-2026-33corhigher highest-temperature-in-taipei-on-april-26-2026  | Will the highest temperature in London be 11°C on April 20? highest-temperature-in-london-on-april-20-2026-11c highest-temperature-in-london-on-april-20-2026  | Will the highest temperature in London be 11°C on April 21? highest-temperature-in-london-on-april-21-2026-11c highest-temperature-in-london-on-april-21-2026  | Will the highest temperature in London be 24°C on April 25? highest-temperature-in-london-on-april-25-2026-24c highest-temperature-in-london-on-april-25-2026  | Will the highest temperature in London be 24°C on April 27? highest-temperature-in-london-on-april-27-2026-24c highest-temperature-in-london-on-april-27-2026  | Will the highest temperature in Seoul be 18°C on April 19? highest-temperature-in-seoul-on-april-19-2026-18c highest-temperature-in-seoul-on-april-19-2026  | Will the highest temperature in London be 20°C on April 18? highest-temperature-in-london-on-april-18-2026-20c highest-temperature-in-london-on-april-18-2026 ,,live_top80_sample
1402,seedlings,0x35e6f6d3b7d55d89615e511954c3ff4316e87a4d,687.67,0,,weather specialist / weather-heavy,100,0,200,0,300,,https://polymarket.com/profile/0x35e6f6d3b7d55d89615e511954c3ff4316e87a4d,Will the highest temperature in Chengdu be 18°C on April 1? highest-temperature-in-chengdu-on-april-1-2026-18c highest-temperature-in-chengdu-on-april-1-2026  | Will the highest temperature in London be 12°C on April 1? highest-temperature-in-london-on-april-1-2026-12c highest-temperature-in-london-on-april-1-2026  | Will the highest temperature in Munich be 15°C on April 10? highest-temperature-in-munich-on-april-10-2026-15c highest-temperature-in-munich-on-april-10-2026  | Will the highest temperature in Munich be 17°C on April 10? highest-temperature-in-munich-on-april-10-2026-17c highest-temperature-in-munich-on-april-10-2026  | Will the highest temperature in Buenos Aires be 35°C or higher on April 1? highest-temperature-in-buenos-aires-on-april-1-2026-35corhigher highest-temperature-in-buenos-aires-on-ap | Will the highest temperature in Munich be 12°C or below on April 10? highest-temperature-in-munich-on-april-10-2026-12corbelow highest-temperature-in-munich-on-april-10-2026  | Will the highest temperature in Munich be 16°C on April 10? highest-temperature-in-munich-on-april-10-2026-16c highest-temperature-in-munich-on-april-10-2026  | Will the highest temperature in Wuhan be 16°C on April 14? highest-temperature-in-wuhan-on-april-14-2026-16c highest-temperature-in-wuhan-on-april-14-2026 ,,live_top80_sample
